
New Run at  11/14/2014 21:30:59
, Time, UCBLearnAccesses; UCBClicks; randomLearnAccesses; randomClicks; greedyLearnAccesses; greedyClicks, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,185071.0;8457.0;190575.0;6007.0;191854.0;7921.0,1646.0 9.0 109536 0.0000 0.0000 0.0000 0.0000 0.0000;7050.0 490.0 109572 0.0429 0.1255 -0.0060 -0.0062 -0.0055;7039.0 387.0 109574 -0.1303 0.2084 -0.0075 0.2217 -0.0040;5439.0 206.0 109575 -0.0371 0.0116 -0.0434 0.1693 -0.0030;9448.0 537.0 109576 0.0534 0.0172 -0.0795 0.2329 -0.0198;5349.0 259.0 109577 0.0000 0.0000 0.0000 0.0000 0.0000;2082.0 27.0 109578 0.0000 0.0000 0.0000 0.0000 0.0000;2504.0 58.0 109580 -0.0762 0.0184 0.2592 -0.0937 -0.0168;4085.0 112.0 109517 0.0000 0.0000 0.0000 0.0000 0.0000;25440.0 1634.0 109582 0.0000 0.0000 0.0000 0.0000 0.0000;2371.0 48.0 109581 0.0000 0.0000 0.0000 0.0000 0.0000;9058.0 412.0 109584 0.0000 0.0000 0.0000 0.0000 0.0000;7898.0 501.0 109585 0.0000 0.0000 0.0000 0.0000 0.0000;1699.0 17.0 109586 0.0000 0.0000 0.0000 0.0000 0.0000;2436.0 34.0 109587 0.0000 0.0000 0.0000 0.0000 0.0000;2526.0 73.0 109588 0.0000 0.0000 0.0000 0.0000 0.0000;1807.0 33.0 109589 0.0000 0.0000 0.0000 0.0000 0.0000;3748.0 114.0 109476 0.0000 0.0000 0.0000 0.0000 0.0000;1642.0 10.0 109583 0.0000 0.0000 0.0000 0.0000 0.0000;4513.0 107.0 109524 -0.0066 -0.0020 0.1256 0.0077 -0.0059,109536.0 13637;109476.0 13637;109574.0 13637;109575.0 13637;109576.0 13637;109580.0 13637;109578.0 13637;109581.0 13637;109517.0 13637;109582.0 13637;109583.0 13637;109584.0 13637;109585.0 13637;109586.0 13637;109587.0 13637;109588.0 13637;109589.0 13637;109577.0 13637;109524.0 13637;109572.0 13637,109536 677;109572 694;109574 725;109575 673;109576 728;109577 693;109578 711;109580 653;109517 661;109582 674;109581 702;109584 665;109585 698;109586 683;109587 639;109588 620;109589 686;109476 701;109583 665;109524 689
data,1241421300,186069.0;8470.0;191562.0;6022.0;192827.0;7939.0,1688.0 9.0 109536 0.0000 0.0000 0.0000 0.0000 0.0000;3793.0 114.0 109476 0.0000 0.0000 0.0000 0.0000 0.0000;7089.0 387.0 109574 -0.0885 0.1440 -0.0166 0.1258 -0.0059;5498.0 208.0 109575 0.0381 0.0588 -0.0266 0.1321 -0.0043;9533.0 542.0 109576 0.0073 -0.0194 -0.1244 0.2611 -0.0035;5391.0 259.0 109577 0.0000 0.0000 0.0000 0.0000 0.0000;2125.0 27.0 109578 0.0000 0.0000 0.0000 0.0000 0.0000;2567.0 60.0 109580 -0.0587 0.1535 0.1372 -0.0839 0.0059;4127.0 112.0 109517 0.0000 0.0000 0.0000 0.0000 0.0000;25484.0 1634.0 109582 0.0000 0.0000 0.0000 0.0000 0.0000;2415.0 48.0 109581 0.0000 0.0000 0.0000 0.0000 0.0000;9122.0 414.0 109584 0.0663 0.0865 -0.0116 0.0183 -0.0042;7941.0 501.0 109585 0.0000 0.0000 0.0000 0.0000 0.0000;1743.0 17.0 109586 0.0000 0.0000 0.0000 0.0000 0.0000;2480.0 34.0 109587 0.0000 0.0000 0.0000 0.0000 0.0000;4561.0 107.0 109524 -0.0071 -0.0003 0.0730 0.0004 -0.0023;1851.0 33.0 109589 0.0000 0.0000 0.0000 0.0000 0.0000;7103.0 491.0 109572 -0.0228 0.1078 -0.0230 0.0920 -0.0032;1698.0 11.0 109583 -0.0248 -0.0185 -0.0156 0.1125 -0.0022;2569.0 73.0 109588 0.0000 0.0000 0.0000 0.0000 0.0000,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 969;109476 1072;109574 1005;109575 1032;109576 982;109577 1005;109578 977;109580 1039;109517 1037;109582 989;109581 1042;109584 1049;109585 944;109586 964;109587 987;109524 979;109589 988;109572 977;109583 989;109588 974
data,1241422200,187070.0;8496.0;192627.0;6039.0;193802.0;7952.0,1745.0 10.0 109536 -0.0013 -0.0007 -0.0007 0.0001 0.0114;3835.0 115.0 109476 0.0020 0.0820 -0.0010 0.0008 -0.0008;7129.0 387.0 109574 -0.0754 0.1103 -0.0137 0.1092 -0.0040;5552.0 210.0 109575 -0.0327 0.0530 -0.0427 0.2056 -0.0046;9645.0 552.0 109576 -0.0537 -0.0070 -0.1769 0.2860 0.0096;5454.0 261.0 109577 -0.0173 0.0040 0.0726 -0.0174 0.0086;2161.0 27.0 109578 0.0000 0.0000 0.0000 0.0000 0.0000;2613.0 60.0 109580 -0.0436 0.1078 0.1077 -0.0632 0.0039;4163.0 112.0 109517 0.0000 0.0000 0.0000 0.0000 0.0000;25519.0 1634.0 109582 0.0000 0.0000 0.0000 0.0000 0.0000;2465.0 49.0 109581 0.0533 -0.0128 -0.0071 0.0212 -0.0011;9183.0 417.0 109584 0.0572 0.0513 0.0413 0.0893 -0.0055;7978.0 501.0 109585 0.0000 0.0000 0.0000 0.0000 0.0000;1779.0 17.0 109586 0.0000 0.0000 0.0000 0.0000 0.0000;2514.0 34.0 109587 0.0000 0.0000 0.0000 0.0000 0.0000;4598.0 107.0 109524 -0.0042 -0.0004 0.0531 0.0015 -0.0015;1887.0 33.0 109589 0.0000 0.0000 0.0000 0.0000 0.0000;7199.0 495.0 109572 0.0823 0.0665 -0.0398 0.0560 0.0153;1756.0 13.0 109583 -0.0485 -0.0115 0.0584 0.1009 0.0023;2604.0 73.0 109588 0.0000 0.0000 0.0000 0.0000 0.0000,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1018;109476 939;109574 980;109575 927;109576 1027;109577 944;109578 1060;109580 1010;109517 1037;109582 1000;109581 1033;109584 1005;109585 991;109586 976;109587 934;109524 1018;109589 1027;109572 1024;109583 992;109588 1058
data,1241422800,188090.0;8509.0;193589.0;6059.0;194825.0;7968.0,1806.0 11.0 109536 -0.0011 -0.0010 -0.0021 -0.0009 0.0152;7254.0 495.0 109572 0.0608 0.0510 -0.0320 0.0557 0.0107;7189.0 388.0 109574 -0.0624 0.0829 -0.0099 0.0916 0.0066;5674.0 215.0 109575 0.0185 0.0319 -0.0291 0.1458 0.0181;9702.0 552.0 109576 -0.0525 -0.0140 -0.1548 0.2490 0.0045;5496.0 261.0 109577 -0.0142 0.0024 0.0566 -0.0122 0.0067;2212.0 28.0 109578 0.0455 -0.0042 -0.0087 0.0143 -0.0006;2658.0 60.0 109580 -0.0377 0.0887 0.0877 -0.0480 0.0033;4199.0 112.0 109517 0.0000 0.0000 0.0000 0.0000 0.0000;25566.0 1635.0 109582 -0.0347 -0.0173 -0.0054 0.0946 -0.0004;1797.0 13.0 109583 -0.0435 -0.0099 0.0465 0.0911 0.0015;9237.0 417.0 109584 0.0464 0.0400 0.0201 0.0738 -0.0045;8012.0 501.0 109585 0.0000 0.0000 0.0000 0.0000 0.0000;1816.0 17.0 109586 0.0000 0.0000 0.0000 0.0000 0.0000;2582.0 36.0 109587 -0.0185 0.0033 0.0619 -0.0089 0.0053;4636.0 107.0 109524 -0.0014 -0.0005 0.0418 0.0016 -0.0009;1923.0 33.0 109589 0.0000 0.0000 0.0000 0.0000 0.0000;2654.0 74.0 109588 -0.0119 -0.0059 -0.0062 0.0600 0.0028;3881.0 116.0 109476 -0.0059 0.0743 -0.0068 0.0480 -0.0014;2505.0 49.0 109581 0.0451 -0.0107 -0.0067 0.0161 -0.0008,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 997;109574 1051;109575 1025;109576 935;109577 1036;109578 1021;109580 972;109517 1007;109582 990;109583 944;109584 1032;109585 1012;109586 1006;109587 996;109524 972;109589 982;109588 1034;109476 984;109581 999
data,1241423700,189091.0;8530.0;194637.0;6076.0;195845.0;7981.0,1848.0 11.0 109536 -0.0013 -0.0007 -0.0020 -0.0010 0.0124;7307.0 495.0 109572 0.0509 0.0435 -0.0281 0.0528 0.0083;7255.0 391.0 109574 -0.0074 0.0805 -0.0210 0.1134 0.0039;5801.0 224.0 109575 0.0050 0.0347 -0.0529 0.2002 0.0127;9770.0 555.0 109576 -0.0697 0.0221 -0.0432 0.2245 0.0069;5534.0 261.0 109577 -0.0115 0.0018 0.0472 -0.0106 0.0054;2251.0 28.0 109578 0.0373 -0.0047 -0.0072 0.0151 -0.0006;2698.0 60.0 109580 -0.0328 0.0756 0.0752 -0.0388 0.0026;4233.0 112.0 109517 0.0000 0.0000 0.0000 0.0000 0.0000;25603.0 1635.0 109582 -0.0324 -0.0146 -0.0052 0.0816 -0.0004;1866.0 15.0 109583 -0.0546 -0.0153 0.0407 0.1098 0.0067;9280.0 417.0 109584 0.0387 0.0330 0.0171 0.0683 -0.0038;8046.0 501.0 109585 0.0000 0.0000 0.0000 0.0000 0.0000;1848.0 17.0 109586 0.0000 0.0000 0.0000 0.0000 0.0000;2619.0 36.0 109587 -0.0159 0.0025 0.0525 -0.0089 0.0044;2692.0 74.0 109588 -0.0117 -0.0049 -0.0052 0.0535 0.0022;1980.0 34.0 109589 -0.0004 -0.0006 -0.0003 -0.0002 0.0072;4670.0 107.0 109524 -0.0014 -0.0006 0.0349 0.0034 -0.0007;3943.0 117.0 109476 -0.0073 0.0619 -0.0060 0.0451 0.0060;2556.0 51.0 109581 0.0048 -0.0254 -0.0180 0.1368 -0.0014,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1004;109572 1026;109574 1018;109575 997;109576 967;109577 1034;109578 992;109580 979;109517 1029;109582 1026;109583 1008;109584 979;109585 1000;109586 965;109587 961;109588 1010;109589 964;109524 1028;109476 1007;109581 1006
data,1241424300,190146.0;8539.0;195590.0;6089.0;196847.0;7994.0,1896.0 11.0 109536 -0.0010 -0.0005 -0.0020 -0.0004 0.0102;7359.0 495.0 109572 0.0454 0.0377 -0.0234 0.0439 0.0070;7314.0 392.0 109574 0.0046 0.0690 -0.0182 0.1054 0.0027;5904.0 226.0 109575 0.0103 0.0255 -0.0511 0.1747 0.0148;9840.0 556.0 109576 -0.0671 0.0266 -0.0464 0.2079 0.0047;5580.0 261.0 109577 -0.0101 0.0014 0.0418 -0.0087 0.0043;2295.0 28.0 109578 0.0329 -0.0050 -0.0058 0.0123 -0.0006;2746.0 60.0 109580 -0.0268 0.0659 0.0649 -0.0328 0.0022;2625.0 53.0 109581 0.0179 -0.0393 -0.0185 0.1292 -0.0021;25641.0 1635.0 109582 -0.0310 -0.0132 -0.0040 0.0752 -0.0003;1916.0 15.0 109583 -0.0483 -0.0146 0.0358 0.0972 0.0053;9327.0 417.0 109584 0.0343 0.0298 0.0144 0.0603 -0.0030;8085.0 501.0 109585 0.0000 0.0000 0.0000 0.0000 0.0000;1889.0 17.0 109586 0.0000 0.0000 0.0000 0.0000 0.0000;2664.0 36.0 109587 -0.0138 0.0021 0.0453 -0.0079 0.0036;2762.0 76.0 109588 -0.0268 -0.0087 0.0172 0.0852 0.0035;2023.0 34.0 109589 -0.0004 -0.0006 -0.0003 -0.0001 0.0058;4002.0 118.0 109476 0.0218 0.0610 -0.0093 0.0328 0.0046;4713.0 107.0 109524 -0.0012 -0.0005 0.0300 0.0036 -0.0005;4274.0 112.0 109517 0.0000 0.0000 0.0000 0.0000 0.0000,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 977;109572 1023;109574 978;109575 983;109576 954;109577 1064;109578 933;109580 960;109581 997;109582 1036;109583 1015;109584 1010;109585 995;109586 1048;109587 978;109588 968;109589 1011;109476 975;109524 1021;109517 1074
data,1241425200,191188.0;8552.0;196605.0;6100.0;197859.0;8014.0,1957.0 12.0 109536 -0.0015 -0.0007 -0.0026 -0.0007 0.0124;4046.0 118.0 109476 0.0195 0.0525 -0.0080 0.0277 0.0039;7363.0 392.0 109574 0.0044 0.0633 -0.0136 0.0887 0.0024;6030.0 229.0 109575 0.0092 0.0320 -0.0472 0.1519 0.0171;9901.0 557.0 109576 -0.0610 0.0518 -0.0412 0.1796 0.0042;5617.0 261.0 109577 -0.0086 0.0013 0.0360 -0.0079 0.0039;4305.0 112.0 109517 0.0000 0.0000 0.0000 0.0000 0.0000;2809.0 61.0 109580 -0.0252 0.0617 0.0575 -0.0275 0.0063;2690.0 55.0 109581 0.0286 -0.0371 0.0033 0.1083 -0.0027;25704.0 1637.0 109582 0.0079 0.0295 -0.0056 0.0620 -0.0007;1956.0 15.0 109583 -0.0414 -0.0148 0.0318 0.0850 0.0047;9395.0 418.0 109584 0.0311 0.0275 0.0124 0.0522 0.0028;8121.0 501.0 109585 0.0000 0.0000 0.0000 0.0000 0.0000;1922.0 17.0 109586 0.0000 0.0000 0.0000 0.0000 0.0000;2701.0 36.0 109587 -0.0121 0.0016 0.0392 -0.0077 0.0032;2814.0 77.0 109588 0.0052 -0.0133 0.0113 0.0777 0.0028;2058.0 34.0 109589 -0.0004 -0.0004 -0.0003 -0.0000 0.0051;4747.0 107.0 109524 -0.0008 -0.0005 0.0264 0.0026 -0.0004;2356.0 29.0 109578 0.0290 -0.0042 -0.0056 0.0101 0.0047;7405.0 495.0 109572 0.0408 0.0354 -0.0205 0.0382 0.0063,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1010;109476 978;109574 1008;109575 1017;109576 1001;109577 970;109517 1001;109580 969;109581 985;109582 1033;109583 1008;109584 1076;109585 967;109586 1007;109587 977;109588 965;109589 1046;109524 997;109578 970;109572 1015
data,1241426100,192125.0;8568.0;197624.0;6120.0;198819.0;8031.0,1998.0 12.0 109536 -0.0017 -0.0005 -0.0025 -0.0009 0.0110;7442.0 495.0 109572 0.0391 0.0344 -0.0187 0.0350 0.0056;7395.0 392.0 109574 0.0044 0.0617 -0.0128 0.0836 0.0021;6097.0 231.0 109575 0.0040 0.0664 -0.0397 0.1366 0.0148;9997.0 560.0 109576 -0.0591 0.0464 -0.0409 0.1722 0.0087;5651.0 261.0 109577 -0.0082 0.0012 0.0336 -0.0070 0.0035;2391.0 29.0 109578 0.0266 -0.0034 -0.0050 0.0093 0.0041;2847.0 61.0 109580 -0.0238 0.0565 0.0531 -0.0242 0.0055;4383.0 116.0 109517 0.0024 0.0004 0.0825 -0.0121 -0.0018;25780.0 1640.0 109582 0.0470 0.0483 -0.0121 0.0483 -0.0014;2729.0 55.0 109581 0.0283 -0.0347 0.0023 0.0992 -0.0029;9447.0 419.0 109584 0.0304 0.0279 0.0305 0.0423 0.0018;8148.0 501.0 109585 0.0000 0.0000 0.0000 0.0000 0.0000;1990.0 19.0 109586 -0.0164 -0.0033 -0.0046 0.0565 0.0043;2744.0 37.0 109587 -0.0173 0.0544 0.0382 -0.0126 0.0027;4778.0 107.0 109524 -0.0005 -0.0005 0.0248 0.0023 -0.0004;2091.0 34.0 109589 -0.0004 -0.0003 -0.0003 -0.0000 0.0045;4079.0 118.0 109476 0.0173 0.0523 -0.0069 0.0250 0.0034;1995.0 15.0 109583 -0.0370 -0.0122 0.0311 0.0751 0.0043;2852.0 77.0 109588 0.0051 -0.0117 0.0105 0.0695 0.0023,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1054;109572 1006;109574 964;109575 986;109576 1028;109577 1015;109578 1004;109580 1033;109517 982;109582 949;109581 991;109584 1005;109585 1006;109586 1073;109587 1003;109524 1001;109589 968;109476 1033;109583 959;109588 940
data,1241426700,193157.0;8588.0;198674.0;6137.0;199855.0;8046.0,2067.0 13.0 109536 -0.0018 -0.0006 -0.0027 -0.0011 0.0121;7480.0 495.0 109572 0.0380 0.0324 -0.0177 0.0328 0.0050;7479.0 396.0 109574 0.0305 0.0853 -0.0123 0.0656 0.0003;6182.0 232.0 109575 0.0043 0.0594 -0.0375 0.1304 0.0143;2767.0 55.0 109581 0.0255 -0.0341 0.0035 0.0953 -0.0028;5688.0 261.0 109577 -0.0083 0.0012 0.0337 -0.0071 0.0030;2428.0 29.0 109578 0.0245 -0.0030 -0.0045 0.0093 0.0036;2885.0 62.0 109580 -0.0316 0.1042 0.0553 -0.0333 0.0047;4453.0 119.0 109517 -0.0149 0.0041 0.0928 -0.0203 -0.0032;25812.0 1640.0 109582 0.0427 0.0459 -0.0112 0.0485 -0.0016;2032.0 15.0 109583 -0.0360 -0.0123 0.0307 0.0729 0.0038;9511.0 422.0 109584 0.0061 0.0152 0.0354 0.0924 0.0002;8195.0 502.0 109585 -0.0175 -0.0053 -0.0046 0.0566 -0.0003;2043.0 20.0 109586 0.0085 -0.0075 -0.0057 0.0573 0.0036;2781.0 37.0 109587 -0.0173 0.0539 0.0373 -0.0127 0.0024;4846.0 110.0 109524 -0.0164 0.0027 0.0835 -0.0109 -0.0018;2126.0 34.0 109589 -0.0003 -0.0003 -0.0002 -0.0000 0.0040;10072.0 561.0 109576 -0.0594 0.0390 -0.0402 0.1668 0.0089;2903.0 78.0 109588 -0.0063 -0.0181 0.0056 0.0901 0.0016;4116.0 118.0 109476 0.0162 0.0493 -0.0066 0.0243 0.0030,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1010;109572 967;109574 990;109575 963;109581 993;109577 1032;109578 976;109580 969;109517 997;109582 1033;109583 1012;109584 1032;109585 973;109586 1009;109587 1013;109524 1020;109589 1002;109576 982;109588 1015;109476 1012
data,1241427600,194138.0;8607.0;199625.0;6153.0;200794.0;8054.0,2105.0 13.0 109536 -0.0017 -0.0009 -0.0024 -0.0010 0.0110;4183.0 119.0 109476 0.0145 0.0461 -0.0064 0.0214 0.0058;7520.0 396.0 109574 0.0247 0.0811 -0.0110 0.0628 0.0002;6267.0 233.0 109575 0.0018 0.0524 -0.0329 0.1233 0.0140;10160.0 565.0 109576 -0.0682 0.0317 0.0011 0.1631 0.0092;5720.0 261.0 109577 -0.0087 0.0013 0.0336 -0.0065 0.0027;2461.0 29.0 109578 0.0228 -0.0029 -0.0043 0.0088 0.0033;2931.0 63.0 109580 -0.0350 0.0974 0.0563 -0.0356 0.0042;4510.0 121.0 109517 -0.0292 -0.0001 0.0937 0.0227 0.0009;25852.0 1640.0 109582 0.0396 0.0421 -0.0098 0.0435 -0.0016;2815.0 56.0 109581 0.0389 -0.0370 0.0020 0.0870 -0.0030;9571.0 423.0 109584 0.0041 0.0148 0.0336 0.0869 0.0037;8226.0 502.0 109585 -0.0174 -0.0050 -0.0043 0.0525 -0.0002;2077.0 20.0 109586 0.0083 -0.0076 -0.0050 0.0516 0.0033;2815.0 37.0 109587 -0.0167 0.0494 0.0373 -0.0129 0.0022;4943.0 117.0 109524 -0.0261 0.0044 0.1100 -0.0196 0.0009;2173.0 35.0 109589 -0.0093 0.0004 -0.0039 0.0427 0.0035;2936.0 78.0 109588 -0.0065 -0.0171 0.0057 0.0855 0.0014;2065.0 15.0 109583 -0.0331 -0.0114 0.0311 0.0673 0.0034;7517.0 495.0 109572 0.0354 0.0310 -0.0163 0.0304 0.0046,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1022;109476 1003;109574 988;109575 1001;109576 993;109577 1019;109578 995;109580 1035;109517 1020;109582 973;109581 962;109584 995;109585 1007;109586 956;109587 983;109524 1009;109589 1020;109588 979;109583 1013;109572 1027
